0|iata_code|1|name_rus|2|name_eng|3|city_rus|4|city_eng|5|country_rus|6|latitude|7|longitude
TIV|TIV|Òèâàò|Òèâàò|Tivat|Tivat|Òèâàò|Òèâàò|Tivat|Tivat|×åðíîãîðèÿ|×åðíîãîðèÿ|42.404664|42.404664|18.723286|18.723286
TIW|TIW|||Industrial|Industrial|Òàêîìà|Òàêîìà|Tacoma|Tacoma|ÑØÀ|ÑØÀ|47.267944|47.267944|-122.578111|-122.578111
TIX|TIX|||Space Center Exect.|Space Center Exect.|||Titusville|Titusville|ÑØÀ|ÑØÀ|28.514800|28.514800|-80.799228|-80.799228
TIY|TIY|Òèäæèêüÿ|Òèäæèêüÿ|Tidjikja|Tidjikja|Òèäæèêüÿ|Òèäæèêüÿ|Tidjikja|Tidjikja|Ìàâðèòàíèÿ|Ìàâðèòàíèÿ|18.570103|18.570103|-11.423547|-11.423547
TIZ|TIZ|Òàðè|Òàðè|Tari|Tari|Òàðè|Òàðè|Tari|Tari|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-5.845|-5.845|142.948|142.948
TJA|TJA|||Tarija|Tarija|||Tarija|Tarija|Áîëèâèÿ|Áîëèâèÿ|-21.555736|-21.555736|-64.701325|-64.701325
TJB|TJB|||Tanjung Balai|Tanjung Balai|||Tanjung Balai|Tanjung Balai|Èíäîíåçèÿ|Èíäîíåçèÿ|1.050|1.050|103.383|103.383
TJC|TJC|||Ticantiki|Ticantiki|||Ticantiki|Ticantiki|Ïàíàìà|Ïàíàìà|9.4166666666667|9.4166666666667|-78.483333333333|-78.483333333333
TJG|TJG|||Tanjung Warukin|Tanjung Warukin|||Tanjung Warukin|Tanjung Warukin|Èíäîíåçèÿ|Èíäîíåçèÿ|-2.216556|-2.216556|115.436333|115.436333
TJH|TJH|||Tajima|Tajima|||Toyooka|Toyooka|ßïîíèÿ|ßïîíèÿ|35.512778|35.512778|134.786944|134.786944
TJI|TJI|||Capiro|Capiro|Òðóõèëëî|Òðóõèëëî|Trujillo|Trujillo|Ãîíäóðàñ|Ãîíäóðàñ|15.926847|15.926847|-85.938250|-85.938250
TJK|TJK|Òîêàò|Òîêàò|Tokat|Tokat|Òîêàò|Òîêàò|Tokat|Tokat|Òóðöèÿ|Òóðöèÿ|40.306281|40.306281|36.371089|36.371089
TJM|TJM|Ðîùèíî|Ðîùèíî|Roschino|Roschino|Òþìåíü|Òþìåíü|Tyumen|Tyumen|Ðîññèÿ|Ðîññèÿ|57.189567|57.189567|65.324299|65.324299
TJN|TJN|||Takume|Takume|||Takume|Takume|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|-15.816666666667|-15.816666666667|-1.2|-1.2
TJQ|TJQ|||Bulutumbang|Bulutumbang|||Tanjung Pandan|Tanjung Pandan|Èíäîíåçèÿ|Èíäîíåçèÿ|-2.745722|-2.745722|107.754917|107.754917
TJS|TJS|||Tanjung Selor|Tanjung Selor|||Tanjung Selor|Tanjung Selor|Èíäîíåçèÿ|Èíäîíåçèÿ|2.836406|2.836406|117.373675|117.373675
TJV|TJV|Òõàíäæàâóð|Òõàíäæàâóð|Thanjavur|Thanjavur|Òõàíäæàâóð|Òõàíäæàâóð|Thanjavur|Thanjavur|Èíäèÿ|Èíäèÿ|10.722428|10.722428|79.101567|79.101567
TKA|TKA|||Talkeetna|Talkeetna|||Talkeetna|Talkeetna|ÑØÀ|ÑØÀ|62.320500|62.320500|-150.093694|-150.093694
TKB|TKB|Òåêàäó|Òåêàäó|Tekadu|Tekadu|Òåêàäó|Òåêàäó|Tekadu|Tekadu|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-7.650|-7.650|146.550|146.550
TKC|TKC|Òèêî|Òèêî|Tiko|Tiko|Òèêî|Òèêî|Tiko|Tiko|Êàìåðóí|Êàìåðóí|4.089191|4.089191|9.360528|9.360528
TKD|TKD|Òàêîðàäè|Òàêîðàäè|Takoradi|Takoradi|Òàêîðàäè|Òàêîðàäè|Takoradi|Takoradi|Ãàíà|Ãàíà|4.896056|4.896056|-1.774756|-1.774756
TKE|TKE|||Tenakee SPB|Tenakee SPB|||Tenakee Springs|Tenakee Springs|ÑØÀ|ÑØÀ|57.779658|57.779658|-135.218444|-135.218444
TKF|TKF|||Truckee-Tahoe|Truckee-Tahoe|||Truckee, CA|Truckee, CA|ÑØÀ|ÑØÀ|39.320042|39.320042|-120.139563|-120.139563
TKG|TKG|||Branti|Branti|Áàíäàð-Ëàìïóíã|Áàíäàð-Ëàìïóíã|Bandar Lampung|Bandar Lampung|Èíäîíåçèÿ|Èíäîíåçèÿ|-5.242339|-5.242339|105.178939|105.178939
TKH|TKH|||Nakhon Sawan|Nakhon Sawan|Òàêõëè|Òàêõëè|Takhli|Takhli|Òàèëàíä|Òàèëàíä|15.277306|15.277306|100.295861|100.295861
TKI|TKI|||Tokeen|Tokeen|||Tokeen|Tokeen|ÑØÀ|ÑØÀ|55.937133|55.937133|-133.326720|-133.326720
TKJ|TKJ|||Tok|Tok|||Tok|Tok|ÑØÀ|ÑØÀ|63.295483|63.295483|-143.006117|-143.006117
TKK|TKK|||Truk|Truk|||Truk|Truk|Ìèêðîíåçèÿ|Ìèêðîíåçèÿ|7.461892|7.461892|151.843021|151.843021
TKL|TKL|||Taku SPB|Taku SPB|||Taku Lodge|Taku Lodge|ÑØÀ|ÑØÀ|58.489683|58.489683|-133.943421|-133.943421
TKM|TKM|||El Peten|El Peten|Òèêàë|Òèêàë|Tikal|Tikal|Ãâàòåìàëà|Ãâàòåìàëà|17.216666666667|17.216666666667|-89.633333333333|-89.633333333333
TKN|TKN|||Tokunoshima|Tokunoshima|||Tokunoshima|Tokunoshima|ßïîíèÿ|ßïîíèÿ|27.836381|27.836381|128.881252|128.881252
TKO|TKO|Òëîêîýíã|Òëîêîýíã|Tlokoeng|Tlokoeng|Òëîêîýíã|Òëîêîýíã|Tlokoeng|Tlokoeng|Ëåñîòî|Ëåñîòî|-29.233|-29.233|28.883|28.883
TKP|TKP|Òàêàïîòî|Òàêàïîòî|Takapoto|Takapoto|Òàêàïîòî|Òàêàïîòî|Takapoto|Takapoto|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|-14.710000|-14.710000|-145.247778|-145.247778
TKQ|TKQ|Êèãîìà|Êèãîìà|Kigoma|Kigoma|Êèãîìà|Êèãîìà|Kigoma|Kigoma|Òàíçàíèÿ|Òàíçàíèÿ|-4.886389|-4.886389|29.670833|29.670833
TKR|TKR|Òàêóðãàîí|Òàêóðãàîí|Thakurgaon|Thakurgaon|Òàêóðãàîí|Òàêóðãàîí|Thakurgaon|Thakurgaon|Áàíãëàäåø|Áàíãëàäåø|26.016389|26.016389|88.403611|88.403611
TKS|TKS|Òîêóñèìà|Òîêóñèìà|Tokushima|Tokushima|Òîêóøèìà|Òîêóøèìà|Tokushima|Tokushima|ßïîíèÿ|ßïîíèÿ|34.132808|34.132808|134.606639|134.606639
TKT|TKT|Òàê|Òàê|Tak|Tak|Òàê|Òàê|Tak|Tak|Òàèëàíä|Òàèëàíä|16.895989|16.895989|99.253350|99.253350
TKU|TKU|Òóðêó|Òóðêó|Turku|Turku|Òóðêó|Òóðêó|Turku|Turku|Ôèíëÿíäèÿ|Ôèíëÿíäèÿ|60.514142|60.514142|22.262808|22.262808
TKV|TKV|Òàòàêîòî|Òàòàêîòî|Tatakoto|Tatakoto|Òàòàêîòî|Òàòàêîòî|Tatakoto|Tatakoto|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|-17.355278|-17.355278|-138.445000|-138.445000
TKW|TKW|Òåêèí|Òåêèí|Tekin|Tekin|Òåêèí|Òåêèí|Tekin|Tekin|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-5.233|-5.233|142.150|142.150
TKX|TKX|Òàêàðîà|Òàêàðîà|Takaroa|Takaroa|Òàêàðîà|Òàêàðîà|Takaroa|Takaroa|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|Ôðàíöóçñêàÿ Ïîëèíåçèÿ|-14.455833|-14.455833|-145.026389|-145.026389
TKY|TKY|||Turkey Creek|Turkey Creek|||Turkey Creek|Turkey Creek|Àâñòðàëèÿ|Àâñòðàëèÿ|-17.040833|-17.040833|128.205833|128.205833
TKZ|TKZ|||Tokoroa|Tokoroa|||Tokoroa|Tokoroa|Íîâàÿ Çåëàíäèÿ|Íîâàÿ Çåëàíäèÿ|-38.236667|-38.236667|175.891944|175.891944
TLA|TLA|||Teller|Teller|||Teller|Teller|ÑØÀ|ÑØÀ|65.240379|65.240379|-166.339340|-166.339340
TLB|TLB|Òàðáåëà|Òàðáåëà|Tarbela|Tarbela|Òàðáåëà|Òàðáåëà|Tarbela|Tarbela|Ïàêèñòàí|Ïàêèñòàí|33.986122|33.986122|72.611397|72.611397
TLC|TLC|||Licenciado Adolfo Lopez Mateos International|Licenciado Adolfo Lopez Mateos International|||Toluca|Toluca|Ìåêñèêà|Ìåêñèêà|19.337072|19.337072|-99.566008|-99.566008
TLD|TLD|||Limpopo Valley|Limpopo Valley|||Tuli Block|Tuli Block|Áîòñâàíà|Áîòñâàíà|-22.183|-22.183|29.117|29.117
TLE|TLE|Òóëåàð|Òóëåàð|Tulear|Tulear|Òóëåàð|Òóëåàð|Tulear|Tulear|Ìàäàãàñêàð|Ìàäàãàñêàð|-23.383369|-23.383369|43.728453|43.728453
TLF|TLF|||Telida|Telida|||Telida|Telida|ÑØÀ|ÑØÀ|63.393873|63.393873|-153.268973|-153.268973
TLG|TLG|||Tulagi Island|Tulagi Island|||Tulagi Island|Tulagi Island|Ñîëîìîíîâû îñòðîâà|Ñîëîìîíîâû îñòðîâà|-9.100|-9.100|160.150|160.150
TLH|TLH|||Tallahassee Regional Airport|Tallahassee Regional Airport|Òàëëàõàññè|Òàëëàõàññè|Tallahassee|Tallahassee|ÑØÀ|ÑØÀ|30.396528|30.396528|-84.350333|-84.350333
TLI|TLI|Òîëèòîëè|Òîëèòîëè|Tolitoli|Tolitoli|Òîëèòîëè|Òîëèòîëè|Tolitoli|Tolitoli|Èíäîíåçèÿ|Èíäîíåçèÿ|1.017|1.017|120.800|120.800
TLJ|TLJ|||Tatalina AFS|Tatalina AFS|Òàòàëèíà|Òàòàëèíà|Tatalina|Tatalina|ÑØÀ|ÑØÀ|62.894370|62.894370|-155.976527|-155.976527
TLK|TLK|Òàëêíàôüîðäóð|Òàëêíàôüîðäóð|Talknafjordur|Talknafjordur|Òàëêíàôüîðäóð|Òàëêíàôüîðäóð|Talknafjordur|Talknafjordur|Èñëàíäèÿ|Èñëàíäèÿ|65.65|65.65|-23.966666666667|-23.966666666667
TLL|TLL|||Ulemiste|Ulemiste|Òàëëèíí|Òàëëèíí|Tallinn|Tallinn|Ýñòîíèÿ|Ýñòîíèÿ|59.413317|59.413317|24.832844|24.832844
TLM|TLM|||Zenata|Zenata|||Tlemcen|Tlemcen|Àëæèð|Àëæèð|35.015278|35.015278|-1.450833|-1.450833
TLN|TLN|||Le Palyvestre|Le Palyvestre|Õèåðåñ|Õèåðåñ|Hyeres|Hyeres|Ôðàíöèÿ|Ôðàíöèÿ|43.097344|43.097344|6.146031|6.146031
TLO|TLO|Òîë|Òîë|Tol|Tol|Òîë|Òîë|Tol|Tol|Àðãåíòèíà|Àðãåíòèíà|-4.980833|-4.980833|152.010000|152.010000
TLP|TLP|Òóìáîëáèë|Òóìáîëáèë|Tumolbil|Tumolbil|Òóìáîëáèë|Òóìáîëáèë|Tumolbil|Tumolbil|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-4.783|-4.783|141.017|141.017
TLR|TLR|||Mefford Field|Mefford Field|||Tulare, CA|Tulare, CA|ÑØÀ|ÑØÀ|36.156583|36.156583|-119.326556|-119.326556
TLS|TLS|||Blagnac|Blagnac|Òóëóç|Òóëóç|Toulouse|Toulouse|Ôðàíöèÿ|Ôðàíöèÿ|43.635000|43.635000|1.367778|1.367778
TLT|TLT|||Tuluksak|Tuluksak|||Tuluksak|Tuluksak|ÑØÀ|ÑØÀ|61.096833|61.096833|-160.969472|-160.969472
TLU|TLU|Òîëó|Òîëó|Tolu|Tolu|Òîëó|Òîëó|Tolu|Tolu|Êîëóìáèÿ|Êîëóìáèÿ|9.500000|9.500000|-75.583333|-75.583333
TLV|TLV|||Ben Gurion Intl|Ben Gurion Intl|||Tel Aviv Yafo|Tel Aviv Yafo|Èçðàèëü|Èçðàèëü|32.011389|32.011389|34.886667|34.886667
TLW|TLW|Òàëàñåà|Òàëàñåà|Talasea|Talasea|Òàëàñåà|Òàëàñåà|Talasea|Talasea|Ìàðîêêî|Ìàðîêêî|-5.267|-5.267|150.000|150.000
TLX|TLX|Òàëüêà|Òàëüêà|Talca|Talca|Òàëüêà|Òàëüêà|Talca|Talca|Ýôèîïèÿ|Ýôèîïèÿ|-35.377825|-35.377825|-71.601681|-71.601681
TLZ|TLZ|||Catalao|Catalao|||Catalao|Catalao|Áðàçèëèÿ|Áðàçèëèÿ|-18.216833|-18.216833|-47.899664|-47.899664
TMA|TMA|||Henry Tift Myers|Henry Tift Myers|||Tifton, GA|Tifton, GA|ÑØÀ|ÑØÀ|31.428981|31.428981|-83.488545|-83.488545
TMB|TMB|||Tamiami|Tamiami|Ìàéàìè|Ìàéàìè|Miami|Miami|ÑØÀ|ÑØÀ|25.647889|25.647889|-80.432778|-80.432778
TMC|TMC|||Tjilik Riwut|Tjilik Riwut|Òàìáîëàêà|Òàìáîëàêà|Tambolaka|Tambolaka|Èíäîíåçèÿ|Èíäîíåçèÿ|-9.409717|-9.409717|119.244494|119.244494
TMD|TMD|Òèìáåäðà|Òèìáåäðà|Timbedra|Timbedra|Òèìáåäðà|Òèìáåäðà|Timbedra|Timbedra|Ìàâðèòàíèÿ|Ìàâðèòàíèÿ|16.233|16.233|-8.167|-8.167
TME|TME|Òàìå|Òàìå|Tame|Tame|Òàìå|Òàìå|Tame|Tame|Êîëóìáèÿ|Êîëóìáèÿ|6.451036|6.451036|-71.759917|-71.759917
TMG|TMG|Òîìàíãîíã|Òîìàíãîíã|Tomanggong|Tomanggong|Òîìàíãîíã|Òîìàíãîíã|Tomanggong|Tomanggong|Ìàëàéçèÿ|Ìàëàéçèÿ|5.399722|5.399722|118.646389|118.646389
TMH|TMH|Òàíàõìåðàõ|Òàíàõìåðàõ|Tanahmerah|Tanahmerah|Òàíàõìåðàõ|Òàíàõìåðàõ|Tanahmerah|Tanahmerah|Êèòàé|Êèòàé|-6.100|-6.100|140.300|140.300
TMI|TMI|||Tumling Tar|Tumling Tar|||Tumling Tar|Tumling Tar|Íåïàë|Íåïàë|27.315000|27.315000|87.193333|87.193333
TMJ|TMJ|Òåðìåç|Òåðìåç|Termez|Termez|Òåðìåç|Òåðìåç|Termez|Termez|Óçáåêèñòàí|Óçáåêèñòàí|37.286667|37.286667|67.310000|67.310000
TMK|TMK|Òàìêè|Òàìêè|Tamky|Tamky|Òàìêè|Òàìêè|Tamky|Tamky|Âüåòíàì|Âüåòíàì|15.567|15.567|108.483|108.483
TML|TML|Òàìàëå|Òàìàëå|Tamale|Tamale|Òàìàëå|Òàìàëå|Tamale|Tamale|Ãàíà|Ãàíà|9.557192|9.557192|-0.863214|-0.863214
TMM|TMM|Òàìàòàâå|Òàìàòàâå|Tamatave|Tamatave|Òàìàòàâå|Òàìàòàâå|Tamatave|Tamatave|Ìàäàãàñêàð|Ìàäàãàñêàð|-18.109517|-18.109517|49.392536|49.392536
TMN|TMN|||Tamana Island|Tamana Island|||Tamana Island|Tamana Island|Êèðèáàòè|Êèðèáàòè|-2.485833|-2.485833|175.970000|175.970000
TMO|TMO|Òóìåðåìî|Òóìåðåìî|Tumeremo|Tumeremo|Òóìåðåìî|Òóìåðåìî|Tumeremo|Tumeremo|Âåíåñóýëà|Âåíåñóýëà|7.249381|7.249381|-61.528933|-61.528933
TMP|TMP|||Tampere-pirkkala|Tampere-pirkkala|Òàìïåðå|Òàìïåðå|Tampere|Tampere|Ôèíëÿíäèÿ|Ôèíëÿíäèÿ|61.415278|61.415278|23.587778|23.587778
TMQ|TMQ|Òàìáàî|Òàìáàî|Tambao|Tambao|Òàìáàî|Òàìáàî|Tambao|Tambao|Áóðêèíà-Ôàñî|Áóðêèíà-Ôàñî|14.800|14.800|0.050|0.050
TMR|TMR|||Aguemar|Aguemar|Òàìàíðàññåò|Òàìàíðàññåò|Tamanrasset|Tamanrasset|Àëæèð|Àëæèð|22.811111|22.811111|5.450833|5.450833
TMS|TMS|||Sao Tome Is|Sao Tome Is|||Sao Tome Is|Sao Tome Is|Ñàí-Òîìå è Ïðèíñèïè|Ñàí-Òîìå è Ïðèíñèïè|0.378175|0.378175|6.712153|6.712153
TMT|TMT|||Trombetas|Trombetas|||Trombetas|Trombetas|Áðàçèëèÿ|Áðàçèëèÿ|-1.489600|-1.489600|-56.396803|-56.396803
TMU|TMU|Òàìáîð|Òàìáîð|Tambor|Tambor|Òàìáîð|Òàìáîð|Tambor|Tambor|Êîñòà-Ðèêà|Êîñòà-Ðèêà|9.739167|9.739167|-85.016111|-85.016111
TMW|TMW|||Tamworth Regional Airport|Tamworth Regional Airport|Òàìâîðò|Òàìâîðò|Tamworth|Tamworth|Àâñòðàëèÿ|Àâñòðàëèÿ|-31.083889|-31.083889|150.846667|150.846667
TMX|TMX|Òèìèìóí|Òèìèìóí|Timimoun|Timimoun|Òèìèìóí|Òèìèìóí|Timimoun|Timimoun|Àëæèð|Àëæèð|29.241111|29.241111|0.283611|0.283611
TMY|TMY|||Tiom|Tiom|||Tiom|Tiom|Èíäîíåçèÿ|Èíäîíåçèÿ|-3.950|-3.950|138.433|138.433
TMZ|TMZ|||Thames|Thames|||Thames|Thames|Íîâàÿ Çåëàíäèÿ|Íîâàÿ Çåëàíäèÿ|-37.156667|-37.156667|175.550278|175.550278
TNA|TNA|Öçèíàíü|Öçèíàíü|Jinan|Jinan|Öçèíàíü|Öçèíàíü|Jinan|Jinan|Êèòàé|Êèòàé|36.857214|36.857214|117.215992|117.215992
TNB|TNB|Òàíàõ-Ãðîäîò|Òàíàõ-Ãðîäîò|Tanah Grogot|Tanah Grogot|Òàíàõ-Ãðîäîò|Òàíàõ-Ãðîäîò|Tanah Grogot|Tanah Grogot|Èíäîíåçèÿ|Èíäîíåçèÿ|-1.837|-1.837|-116.064|-116.064
TNC|TNC|||Tin City Afs|Tin City Afs|||Tin City, AK|Tin City, AK|ÑØÀ|ÑØÀ|65.564032|65.564032|-167.922458|-167.922458
TND|TND|Òðèíèäàä|Òðèíèäàä|Trinidad|Trinidad|Òðèíèäàä|Òðèíèäàä|Trinidad|Trinidad|Êóáà|Êóáà|21.788461|21.788461|-79.997203|-79.997203
TNE|TNE|Òàíåãàñèìà|Òàíåãàñèìà|Tanegashima|Tanegashima|Òàíåãàñèìà|Òàíåãàñèìà|Tanegashima|Tanegashima|ßïîíèÿ|ßïîíèÿ|30.605067|30.605067|130.991231|130.991231
TNF|TNF|||Toussus-le-noble|Toussus-le-noble|||Toussus-Le-Noble|Toussus-Le-Noble|Ôðàíöèÿ|Ôðàíöèÿ|48.749756|48.749756|2.111178|2.111178
TNG|TNG|||Boukhalef|Boukhalef|Òàíæåð|Òàíæåð|Tangier|Tangier|Ìàðîêêî|Ìàðîêêî|35.726917|35.726917|-5.916889|-5.916889
TNH|TNH|||Tonghua Liuhe|Tonghua Liuhe|Òîíõâà|Òîíõâà|Tonghua|Tonghua|Êèòàé|Êèòàé|42.253889|42.253889|125.703889|125.703889
TNI|TNI|Ñàòíà|Ñàòíà|Satna|Satna|Ñàòíà|Ñàòíà|Satna|Satna|Èíäèÿ|Èíäèÿ|24.562319|24.562319|80.854933|80.854933
TNJ|TNJ|||Kidjang|Kidjang|||Tanjung Pinang|Tanjung Pinang|Èíäîíåçèÿ|Èíäîíåçèÿ|0.922683|0.922683|104.532311|104.532311
TNK|TNK|||Tununak|Tununak|||Tununak|Tununak|ÑØÀ|ÑØÀ|60.575547|60.575547|-165.271648|-165.271648
TNL|TNL|Òåðíîïîëü|Òåðíîïîëü|Ternopol|Ternopol|Òåðíîïîëü|Òåðíîïîëü|Ternopol|Ternopol|Óêðàèíà|Óêðàèíà|49.524228|49.524228|25.700058|25.700058
TNM|TNM|||Teniente R. Marsh Martin|Teniente R. Marsh Martin|||Teniente R. Marsh Martin|Teniente R. Marsh Martin|Àíòàðêòèäà|Àíòàðêòèäà|62.190833333333|62.190833333333|-58.986666666667|-58.986666666667
TNN|TNN|Òàéíàíü|Òàéíàíü|Tainan|Tainan|Òàéíàíü|Òàéíàíü|Tainan|Tainan|Òàéâàíü|Òàéâàíü|22.950361|22.950361|120.205778|120.205778
TNO|TNO|Òàìàðèíäî|Òàìàðèíäî|Tamarindo|Tamarindo|Òàìàðèíäî|Òàìàðèíäî|Tamarindo|Tamarindo|Êîñòà-Ðèêà|Êîñòà-Ðèêà|10.315833|10.315833|-85.812222|-85.812222
TNP|TNP|||Twentynine Palms|Twentynine Palms|||Twentynine Palms|Twentynine Palms|ÑØÀ|ÑØÀ|34.131583|34.131583|-115.945806|-115.945806
TNQ|TNQ|||Teraina|Teraina|||Teraina|Teraina|Êèðèáàòè|Êèðèáàòè|4.700|4.700|-160.333|-160.333
TNR|TNR|Àíòàíàíàðèâó|Àíòàíàíàðèâó|Antananarivo|Antananarivo|||Antananarivo|Antananarivo|Ìàäàãàñêàð|Ìàäàãàñêàð|-18.796950|-18.796950|47.478806|47.478806
TNS|TNS|||Tungsten|Tungsten|||Tungsten|Tungsten|Êàíàäà|Êàíàäà|61.956944|61.956944|-128.202778|-128.202778
TNT|TNT|||Dade Collier|Dade Collier|Ìàéàìè|Ìàéàìè|Miami|Miami|ÑØÀ|ÑØÀ|25.861806|25.861806|-80.897000|-80.897000
TNU|TNU|||Municipal|Municipal|Íüþòîí|Íüþòîí|Newton|Newton|ÑØÀ|ÑØÀ|41.674430|41.674430|-93.021729|-93.021729
TNV|TNV|||Tabuaeran|Tabuaeran|||Tabuaeran|Tabuaeran|Êèðèáàòè|Êèðèáàòè|3.899444|3.899444|-159.388889|-159.388889
TNX|TNX|||Stung Treng|Stung Treng|||Stung Treng|Stung Treng|Êàìáîäæà|Êàìáîäæà|13.531897|13.531897|106.014531|106.014531
TNZ|TNZ|||Tosontsengel|Tosontsengel|||Tosontsengel|Tosontsengel|Ìîíãîëèÿ|Ìîíãîëèÿ|0|0|0|0
TOA|TOA|||Torrance Airport|Torrance Airport|Òîððàíñ|Òîððàíñ|Torrance|Torrance|ÑØÀ|ÑØÀ|33.803389|33.803389|-118.339611|-118.339611
TOB|TOB|Òîáðóê|Òîáðóê|Tobruk|Tobruk|Òîáðóê|Òîáðóê|Tobruk|Tobruk|Ëèâèÿ|Ëèâèÿ|31.861|31.861|23.907|23.907
TOC|TOC|||Toccoa|Toccoa|||Toccoa|Toccoa|Èòàëèÿ|Èòàëèÿ|34.592812|34.592812|-83.296372|-83.296372
TOD|TOD|Òèîìàí|Òèîìàí|Tioman|Tioman|Òèîìàí|Òèîìàí|Tioman|Tioman|Ìàëàéçèÿ|Ìàëàéçèÿ|2.818183|2.818183|104.160019|104.160019
TOE|TOE|Òîçåð|Òîçåð|Tozeur|Tozeur|Òîçåð|Òîçåð|Tozeur|Tozeur|Òóíèñ|Òóíèñ|33.939722|33.939722|8.110556|8.110556
TOF|TOF|Áîãàøåâî|Áîãàøåâî|Bogashevo|Bogashevo|Òîìñê|Òîìñê|Tomsk|Tomsk|Ðîññèÿ|Ðîññèÿ|56.380278|56.380278|85.208333|85.208333
TOG|TOG|||Togiak Village|Togiak Village|||Togiak Village|Togiak Village|ÑØÀ|ÑØÀ|59.053626|59.053626|-160.396924|-160.396924
TOH|TOH|||Torres Airstrip|Torres Airstrip|Òîððåñ|Òîððåñ|Torres|Torres|Âåíåñóýëà|Âåíåñóýëà|-13.328|-13.328|166.638|166.638
TOI|TOI|||Municipal|Municipal|||Troy|Troy|Êàçàõñòàí|Êàçàõñòàí|31.860417|31.860417|-86.012139|-86.012139
TOJ|TOJ|||Torrejon Afb|Torrejon Afb|Ìàäðèä|Ìàäðèä|Madrid|Madrid|Èñïàíèÿ|Èñïàíèÿ|40.496747|40.496747|-3.445872|-3.445872
TOK|TOK|Òîðîêèíà|Òîðîêèíà|Torokina|Torokina|Òîðîêèíà|Òîðîêèíà|Torokina|Torokina|Ïàïóà - Íîâàÿ Ãâèíåÿ|Ïàïóà - Íîâàÿ Ãâèíåÿ|-6.200|-6.200|155.050|155.050
TOL|TOL|||Toledo Express|Toledo Express|||Toledo, OH|Toledo, OH|ÑØÀ|ÑØÀ|41.586806|41.586806|-83.807833|-83.807833
TOM|TOM|Òîìáóêòó|Òîìáóêòó|Tombouctou|Tombouctou|Òîìáóêòó|Òîìáóêòó|Tombouctou|Tombouctou|Ìàëè|Ìàëè|16.730457|16.730457|-3.007583|-3.007583
TON|TON|Òîíó|Òîíó|Tonu|Tonu|Òîíó|Òîíó|Tonu|Tonu|Òóðöèÿ|Òóðöèÿ|-6.650|-6.650|155.417|155.417
TOO|TOO|||San Vito|San Vito|||San Vito|San Vito|Èòàëèÿ|Èòàëèÿ|8.826111|8.826111|-82.958885|-82.958885
TOP|TOP|||Philip Billard|Philip Billard|||Topeka|Topeka|ÑØÀ|ÑØÀ|39.068657|39.068657|-95.622484|-95.622484
TOQ|TOQ|||Barriles|Barriles|Òîêîïèéà|Òîêîïèéà|Tocopilla|Tocopilla|×èëè|×èëè|-22.141092|-22.141092|-70.062908|-70.062908
TOR|TOR|||Municipal|Municipal|||Torrington|Torrington|ÑØÀ|ÑØÀ|42.064528|42.064528|-104.152694|-104.152694
TOS|TOS|||Tromso/langnes|Tromso/langnes|Òðîìñî|Òðîìñî|Tromso|Tromso|Íîðâåãèÿ|Íîðâåãèÿ|69.683333|69.683333|18.918919|18.918919
TOT|TOT|||Coronie|Coronie|Òîòíåññ|Òîòíåññ|Totness|Totness|Ñóðèíàì|Ñóðèíàì|5.865833|5.865833|-56.327500|-56.327500
TOU|TOU|Òóî|Òóî|Touho|Touho|Òóî|Òóî|Touho|Touho|Íîâàÿ Êàëåäîíèÿ|Íîâàÿ Êàëåäîíèÿ|-20.790000|-20.790000|165.259444|165.259444
TOV|TOV|||West End SPB|West End SPB|||Tortola|Tortola|Áðèòàíñêèå Âèðãèíñêèå îñòðîâà|Áðèòàíñêèå Âèðãèíñêèå îñòðîâà|18.450|18.450|-64.600|-64.600
TOW|TOW|Òîëåäî|Òîëåäî|Toledo|Toledo|Òîëåäî|Òîëåäî|Toledo|Toledo|Ïåðó|Ïåðó|-24.686342|-24.686342|-53.697492|-53.697492
TOX|TOX|Òîáîëüñê|Òîáîëüñê|Tobolsk|Tobolsk|Òîáîëüñê|Òîáîëüñê|Tobolsk|Tobolsk|Ðîññèÿ|Ðîññèÿ|58.135833|58.135833|68.231944|68.231944
TOY|TOY|Òîÿìà|Òîÿìà|Toyama|Toyama|Òîÿìà|Òîÿìà|Toyama|Toyama|ßïîíèÿ|ßïîíèÿ|36.648333|36.648333|137.187500|137.187500
TOZ|TOZ|||Touba|Touba|||Touba|Touba|Êîò ä&#039;Èâóàð|Êîò ä&#039;Èâóàð|8.296111|8.296111|-7.671389|-7.671389
TPA|TPA|||Tampa International|Tampa International|Òàìïà|Òàìïà|Tampa|Tampa|ÑØÀ|ÑØÀ|27.975472|27.975472|-82.533250|-82.533250
